ICD_Code,Lag,Model,MRD_Improved,MRD_Worsened,Intercept,SM,Improved_p,Worsened_p,Improved_rhat,Worsened_rhat,Improved_ess_bulk,Worsened_ess_bulk,Improved_ess_tail,Worsened_ess_tail,Rhat_max,N
J40_J47_J60_J70_J84_D86_C34,5,EQI,"0.02(-1.21,1.26)","2.05(0.57,3.53)*","-4.00(-5.48,-2.53)***","0.71(0.22,1.18)**",0.9813,0.0102,1.0005,1.0015,4112,4275,3609,3997,1.0047,3137
"J40_J47_J60_J70_J84_D86_C34",5,"Air","-1.41(-2.65,-0.16)*","1.60(-0.03,3.25)","-3.09(-4.60,-1.55)***","0.71(0.21,1.22)**","0.0269","0.0539","1.0001","1.0004",4445,4595,3103,4071,1.0039,3137
"J40_J47_J60_J70_J84_D86_C34",5,"Water","0.99(-1.10,3.06)","-0.38(-2.10,1.33)","-3.58(-4.91,-2.27)***","0.73(0.24,1.21)**","0.3481","0.6713","1.0016","1.0011",5344,5667,3410,3860,1.0016,3137
"J40_J47_J60_J70_J84_D86_C34",5,"Land","-1.10(-2.35,0.18)","-0.51(-2.01,0.96)","-2.88(-4.40,-1.34)***","0.72(0.23,1.22)**","0.0927","0.5097","1.0006","1.0003",4495,4236,3916,3854,1.0034,3137
"J40_J47_J60_J70_J84_D86_C34",5,"Built","-0.67(-2.21,0.84)","0.84(-0.82,2.48)","-3.36(-5.08,-1.53)***","0.77(0.29,1.25)**","0.3835","0.3176","1.0003","1.0015",4747,4612,3729,3522,1.0015,3137
"J40_J47_J60_J70_J84_D86_C34",5,"Social","-4.57(-6.29,-2.85)***","0.09(-1.80,2.00)","-1.29(-3.19,0.58)","0.29(-0.21,0.80)","0.0002","0.9342","1.0018","1.0013",5457,4849,3603,3966,1.0018,3137
"J40_J47_J60_J70_J84_D86_C34",5,"Cluster_EQI_A_EQI","-1.54(-7.60,4.46)","-1.04(-4.51,2.52)","-1.67(-5.15,1.71)","-0.00(-1.36,1.41)","0.6088","0.5659","1.0006","1.0034",6199,4456,3759,3384,1.0034,1010
"J40_J47_J60_J70_J84_D86_C34",5,"Cluster_EQI_A_Air","-1.66(-6.12,2.84)","-1.38(-4.78,1.99)","-1.71(-4.76,1.27)","-0.07(-1.41,1.22)","0.4655","0.4355","1.0003","1.0008",6796,6335,3542,3765,1.0008,1010
"J40_J47_J60_J70_J84_D86_C34",5,"Cluster_EQI_A_Water","2.77(-2.60,8.24)","1.37(-3.22,5.84)","-2.78(-5.54,0.04)","-0.02(-1.36,1.36)","0.3385","0.5618","1.0009","1.0010",7420,6327,3642,3803,1.001,1010
"J40_J47_J60_J70_J84_D86_C34",5,"Cluster_EQI_A_Land","-0.47(-4.31,3.37)","-4.97(-8.41,-1.59)**","-0.41(-3.61,2.65)","-0.03(-1.32,1.26)","0.8059","0.0048","1.0004","0.9999",5840,5770,3451,3710,1.0035,1010
