ICD_Code,Lag,Model,MRD_Improved,MRD_Worsened,Intercept,SM,Improved_p,Worsened_p,Improved_rhat,Worsened_rhat,Improved_ess_bulk,Worsened_ess_bulk,Improved_ess_tail,Worsened_ess_tail,Rhat_max,N
X60_X84_Y87.0,5,EQI,"-0.06(-0.42,0.31)","0.07(-0.38,0.51)","0.83(0.43,1.24)***","-0.00(-0.13,0.14)",0.7417,0.7442,1.0011,0.9998,5092,5303,3588,4179,1.0011,3137
"X60_X84_Y87.0",5,"Air","0.61(0.21,1.01)**","0.01(-0.41,0.43)","0.67(0.29,1.08)***","0.04(-0.10,0.18)","0.0023","0.9650","1.0022","1.0010",5748,5747,4030,3858,1.0022,3137
"X60_X84_Y87.0",5,"Water","0.24(-0.40,0.88)","-0.33(-0.79,0.11)","0.85(0.51,1.21)***","0.01(-0.13,0.15)","0.4489","0.1431","1.0034","1.0008",5824,6233,3468,3663,1.0034,3137
"X60_X84_Y87.0",5,"Land","0.01(-0.37,0.39)","0.48(0.05,0.93)*","0.66(0.22,1.09)**","-0.02(-0.16,0.12)","0.9563","0.0331","1.0012","1.0011",3665,4712,3730,3694,1.0038,3137
"X60_X84_Y87.0",5,"Built","0.02(-0.41,0.45)","0.43(-0.02,0.91)","0.69(0.23,1.18)**","0.01(-0.13,0.15)","0.9250","0.0589","0.9993","0.9998",4725,4878,3797,3944,1.0015,3137
"X60_X84_Y87.0",5,"Social","0.76(0.26,1.26)**","-0.17(-0.68,0.33)","0.64(0.15,1.15)*","0.12(-0.03,0.26)","0.0040","0.5034","1.0002","1.0017",3705,3648,3786,3698,1.003,3137
"X60_X84_Y87.0",5,"Cluster_EQI_A_EQI","0.68(-0.36,1.74)","0.16(-0.60,0.93)","0.58(-0.19,1.37)","0.12(-0.16,0.41)","0.2160","0.6805","1.0008","1.0005",5142,4549,4156,3670,1.0035,1010
"X60_X84_Y87.0",5,"Cluster_EQI_A_Air","0.53(-1.54,2.65)","-0.33(-1.07,0.41)","0.86(0.13,1.60)*","0.13(-0.15,0.41)","0.6347","0.3826","1.0006","1.0012",7140,4929,3634,3559,1.0014,1010
"X60_X84_Y87.0",5,"Cluster_EQI_A_Water","0.08(-1.28,1.43)","-0.39(-1.33,0.53)","0.77(0.11,1.45)*","0.13(-0.14,0.41)","0.9146","0.4139","1.0022","1.0006",7176,5282,3650,3854,1.0022,1010
"X60_X84_Y87.0",5,"Cluster_EQI_A_Land","-0.12(-0.93,0.68)","0.18(-0.65,1.04)","0.69(-0.12,1.54)","0.12(-0.15,0.41)","0.7838","0.6784","0.9999","1.0023",4445,5096,3837,3735,1.0023,1010
"X60_X84_Y87.0",5,"Cluster_EQI_A_Built","0.30(-0.56,1.22)","0.67(-0.11,1.44)","0.33(-0.50,1.18)","0.13(-0.14,0.41)","0.5213","0.0889","1.0000","1.0007",5652,5113,4187,4075,1.0024,1010
"X60_X84_Y87.0",5,"Cluster_EQI_A_Social","0.81(-0.67,2.25)","-0.43(-1.37,0.48)","1.04(0.02,2.12)*","0.15(-0.13,0.42)","0.2772","0.3535","0.9999","1.0009",6526,5265,4188,3787,1.0021,1010
"X60_X84_Y87.0",5,"Cluster_EQI_B_EQI","-0.46(-1.32,0.37)","0.06(-1.20,1.26)","0.63(-0.30,1.60)","-0.13(-0.40,0.15)","0.2956","0.9242","1.0003","1.0000",4186,5263,3478,3364,1.0016,747
"X60_X84_Y87.0",5,"Cluster_EQI_B_Air","0.80(0.02,1.59)*","0.27(-0.74,1.28)","-0.09(-0.86,0.69)","-0.15(-0.41,0.13)","0.0444","0.5855","1.0011","1.0003",4274,4586,3630,4011,1.0017,747
"X60_X84_Y87.0",5,"Cluster_EQI_B_Water","0.26(-1.16,1.66)","-0.14(-1.07,0.82)","0.32(-0.34,1.03)","-0.14(-0.42,0.14)","0.7196","0.7584","1.0019","1.0011",6561,5538,3690,3680,1.002,747
"X60_X84_Y87.0",5,"Cluster_EQI_B_Land","-0.14(-1.02,0.69)","0.68(-0.28,1.61)","0.18(-0.59,0.96)","-0.15(-0.43,0.12)","0.7446","0.1510","1.0010","1.0019",5823,6442,3832,3852,1.0019,747
"X60_X84_Y87.0",5,"Cluster_EQI_B_Built","-0.83(-1.88,0.24)","-0.35(-1.68,1.02)","0.98(-0.15,2.11)","-0.13(-0.41,0.15)","0.1231","0.6059","1.0004","0.9997",4585,4893,3842,3920,1.001,747
"X60_X84_Y87.0",5,"Cluster_EQI_B_Social","1.15(0.22,2.02)*","-0.58(-1.70,0.54)","-0.13(-1.02,0.76)","-0.01(-0.29,0.26)","0.0148","0.3193","1.0007","1.0002",3647,3527,3151,3615,1.0012,747
"X60_X84_Y87.0",5,"Cluster_EQI_C_EQI","-0.49(-0.98,0.01)","0.74(-0.05,1.55)","1.95(1.29,2.58)***","0.30(0.08,0.52)**","0.0527","0.0710","1.0005","1.0003",5875,7446,3838,3792,1.0005,1380
"X60_X84_Y87.0",5,"Cluster_EQI_C_Air","0.47(-0.01,0.95)","0.85(0.10,1.60)*","1.29(0.66,1.92)***","0.23(0.00,0.46)*","0.0539","0.0260","1.0016","1.0001",5062,6343,3705,3673,1.0024,1380
"X60_X84_Y87.0",5,"Cluster_EQI_C_Water","0.43(-0.39,1.22)","-0.40(-1.16,0.39)","1.65(1.10,2.23)***","0.25(0.03,0.47)*","0.2881","0.3193","1.0003","1.0030",9765,9026,3619,3539,1.003,1380
"X60_X84_Y87.0",5,"Cluster_EQI_C_Land","0.04(-0.51,0.57)","0.63(-0.07,1.32)","1.45(0.79,2.15)***","0.23(0.01,0.44)*","0.8717","0.0781","1.0004","1.0008",5592,5163,4232,3585,1.0022,1380
"X60_X84_Y87.0",5,"Cluster_EQI_C_Built","-0.53(-1.26,0.18)","0.14(-0.66,0.93)","2.06(1.26,2.88)***","0.30(0.08,0.52)**","0.1410","0.7346","1.0020","1.0006",4480,4916,3736,3729,1.002,1380
"X60_X84_Y87.0",5,"Cluster_EQI_C_Social","0.41(-0.39,1.19)","1.42(0.24,2.61)*","1.27(0.48,2.08)**","0.27(0.04,0.50)*","0.2976","0.0210","1.0007","1.0019",3726,4309,3389,3714,1.0019,1380
"X60_X84_Y87.0",5,"Cluster_NLCD_A_EQI","0.38(-0.20,0.98)","0.10(-0.50,0.71)","0.82(0.23,1.44)**","0.03(-0.19,0.24)","0.2002","0.7542","1.0015","1.0009",4830,4938,4130,3725,1.002,1593
"X60_X84_Y87.0",5,"Cluster_NLCD_A_Air","1.31(0.66,1.98)***","0.23(-0.34,0.80)","0.66(0.12,1.24)*","0.12(-0.10,0.34)","0.0002","0.4355","1.0005","1.0010",6761,6148,3663,3711,1.001,1593
"X60_X84_Y87.0",5,"Cluster_NLCD_A_Water","0.22(-0.73,1.17)","-0.89(-1.53,-0.22)**","1.08(0.57,1.62)***","0.03(-0.17,0.24)","0.6463","0.0069","1.0010","1.0007",5361,5778,4028,4098,1.002,1593
"X60_X84_Y87.0",5,"Cluster_NLCD_A_Land","-0.20(-0.77,0.38)","0.61(-0.07,1.30)","0.93(0.27,1.61)**","-0.01(-0.21,0.20)","0.5051","0.0760","1.0005","1.0015",3637,4052,3183,3714,1.0018,1593
"X60_X84_Y87.0",5,"Cluster_NLCD_A_Built","0.32(-0.36,0.98)","0.47(-0.21,1.12)","0.65(-0.07,1.40)","0.02(-0.19,0.24)","0.3389","0.1606","1.0003","1.0010",3903,3834,3875,3684,1.001,1593
"X60_X84_Y87.0",5,"Cluster_NLCD_A_Social","0.89(0.12,1.71)*","-0.25(-0.99,0.50)","0.85(0.10,1.61)*","0.15(-0.06,0.38)","0.0223","0.4947","1.0019","1.0022",4037,3940,3735,3626,1.0022,1593
"X60_X84_Y87.0",5,"Cluster_NLCD_B_EQI","-1.03(-2.11,0.03)","-1.56(-2.72,-0.32)*","1.83(0.71,2.95)**","0.09(-0.23,0.40)","0.0552","0.0148","1.0012","1.0011",4688,3798,3868,3506,1.0016,374
"X60_X84_Y87.0",5,"Cluster_NLCD_B_Air","-0.49(-1.50,0.58)","-1.51(-2.74,-0.29)*","1.50(0.46,2.57)**","0.08(-0.23,0.38)","0.3426","0.0181","1.0009","0.9999",4732,4767,3756,3525,1.0009,374
"X60_X84_Y87.0",5,"Cluster_NLCD_B_Water","-0.39(-1.74,0.97)","0.65(-1.01,2.46)","0.87(0.01,1.78)*","0.01(-0.30,0.33)","0.5655","0.4609","1.0016","1.0002",7230,6621,3593,3602,1.0016,374
"X60_X84_Y87.0",5,"Cluster_NLCD_B_Land","-0.23(-1.45,0.96)","-0.26(-1.41,0.85)","1.07(-0.04,2.22)","0.02(-0.30,0.35)","0.7113","0.6426","1.0002","1.0003",4740,4335,3417,3589,1.0003,374
"X60_X84_Y87.0",5,"Cluster_NLCD_B_Built","0.24(-0.89,1.36)","0.78(-0.54,2.09)","0.46(-0.67,1.69)","-0.02(-0.34,0.31)","0.6626","0.2243","1.0004","1.0007",4261,3981,3701,4034,1.0015,374
"X60_X84_Y87.0",5,"Cluster_NLCD_B_Social","0.51(-1.10,2.20)","-0.37(-2.03,1.42)","0.79(-0.85,2.35)","0.08(-0.24,0.41)","0.5659","0.6642","1.0001","1.0007",3914,3754,3863,3860,1.0015,374
"X60_X84_Y87.0",5,"Cluster_NLCD_C_EQI","-0.10(-0.80,0.60)","1.30(0.24,2.35)*","0.71(-0.03,1.45)","-0.08(-0.39,0.21)","0.7692","0.0148","1.0009","1.0019",3785,4831,3230,3720,1.0019,1031
"X60_X84_Y87.0",5,"Cluster_NLCD_C_Air","0.63(-0.21,1.47)","0.16(-0.65,0.97)","0.73(0.06,1.45)*","-0.02(-0.32,0.30)","0.1435","0.6867","1.0025","1.0009",5862,5855,3539,3777,1.0025,1031
"X60_X84_Y87.0",5,"Cluster_NLCD_C_Water","0.63(-0.75,1.97)","-0.03(-0.87,0.81)","0.87(0.23,1.56)**","-0.05(-0.35,0.26)","0.3531","0.9358","1.0023","1.0037",5991,5031,3730,3883,1.0037,1031
"X60_X84_Y87.0",5,"Cluster_NLCD_C_Land","0.42(-0.50,1.32)","0.56(-0.20,1.30)","0.55(-0.19,1.32)","-0.08(-0.39,0.23)","0.3585","0.1418","1.0014","1.0005",5077,4540,2662,3577,1.0014,1031
"X60_X84_Y87.0",5,"Cluster_NLCD_C_Built","-0.30(-1.17,0.56)","0.46(-0.52,1.44)","1.01(0.14,1.91)*","-0.00(-0.31,0.32)","0.5018","0.3635","1.0003","1.0003",3331,3597,3738,3897,1.0007,1031
"X60_X84_Y87.0",5,"Cluster_NLCD_C_Social","0.84(-0.06,1.73)","0.05(-0.90,1.00)","0.59(-0.27,1.47)","0.05(-0.26,0.38)","0.0656","0.9242","1.0002","1.0001",4113,3702,3703,3716,1.0009,1031
"X60_X84_Y87.0",5,"Cluster_NLCD_D_EQI","-0.10(-0.88,0.70)","-0.10(-1.92,1.70)","0.30(-0.76,1.40)","-0.14(-0.47,0.21)","0.7884","0.9092","1.0021","1.0020",4341,6251,3645,3822,1.0106,136
