ICD_Code,Lag,Model,MRD_Improved,MRD_Worsened,Intercept,SM,Improved_p,Worsened_p,Improved_rhat,Worsened_rhat,Improved_ess_bulk,Worsened_ess_bulk,Improved_ess_tail,Worsened_ess_tail,Rhat_max,N
K70_K76_C22,5,EQI,"0.21(-0.25,0.68)","-0.21(-0.77,0.37)","2.17(1.63,2.75)***","0.11(-0.07,0.30)",0.3735,0.4839,1.0023,1.0011,4636,4131,3780,3464,1.0031,3137
"K70_K76_C22",5,"Air","0.42(-0.08,0.91)","-0.29(-0.88,0.31)","2.14(1.57,2.70)***","0.14(-0.05,0.33)","0.1035","0.3389","1.0001","1.0024",3781,3252,3463,3491,1.0024,3137
"K70_K76_C22",5,"Water","-0.56(-1.35,0.23)","-0.00(-0.63,0.62)","2.26(1.74,2.77)***","0.11(-0.07,0.29)","0.1664","0.9988","1.0001","0.9999",4877,4259,4147,3893,1.001,3137
"K70_K76_C22",5,"Land","-0.19(-0.70,0.31)","0.36(-0.25,0.96)","2.21(1.60,2.80)***","0.10(-0.08,0.28)","0.4847","0.2460","1.0005","0.9999",4118,4701,3763,3910,1.0008,3137
"K70_K76_C22",5,"Built","0.68(0.09,1.26)*","0.22(-0.43,0.83)","1.77(1.12,2.44)***","0.11(-0.07,0.30)","0.0215","0.4951","1.0003","1.0012",4064,3802,4045,3657,1.0028,3137
"K70_K76_C22",5,"Social","0.21(-0.51,0.89)","0.01(-0.75,0.74)","2.11(1.37,2.91)***","0.13(-0.05,0.32)","0.5388","0.9688","1.0003","1.0010",5050,4889,3776,3623,1.0018,3137
"K70_K76_C22",5,"Cluster_EQI_A_EQI","-0.14(-1.78,1.66)","0.29(-0.79,1.33)","1.47(0.54,2.51)***","0.18(-0.21,0.57)","0.8679","0.5755","1.0020","1.0021",5529,3516,3366,2996,1.0039,1010
"K70_K76_C22",5,"Cluster_EQI_A_Air","1.59(-0.52,3.65)","-0.09(-1.20,0.95)","1.51(0.66,2.52)***","0.20(-0.19,0.58)","0.1427","0.8754","1.0000","1.0016",6520,3971,3891,3360,1.0017,1010
"K70_K76_C22",5,"Cluster_EQI_A_Water","-1.86(-3.53,-0.12)*","-0.93(-2.23,0.33)","1.85(1.07,2.72)***","0.17(-0.20,0.55)","0.0348","0.1456","1.0008","1.0009",7033,5802,3636,3863,1.0009,1010
"K70_K76_C22",5,"Cluster_EQI_A_Land","0.41(-0.71,1.54)","1.11(-0.22,2.39)","1.08(0.03,2.22)*","0.17(-0.22,0.56)","0.4659","0.0952","1.0014","1.0001",3175,4266,3432,3188,1.0023,1010
"K70_K76_C22",5,"Cluster_EQI_A_Built","1.70(0.32,3.15)*","1.16(0.07,2.30)*","0.45(-0.67,1.64)","0.09(-0.29,0.47)","0.0140","0.0402","1.0013","1.0026",5386,4371,4067,4015,1.0028,1010
