ICD_Code,Lag,Model,MRD_Improved,MRD_Worsened,Intercept,SM,Improved_p,Worsened_p,Improved_rhat,Worsened_rhat,Improved_ess_bulk,Worsened_ess_bulk,Improved_ess_tail,Worsened_ess_tail,Rhat_max,N
K70_K76_C22,5,EQI,"0.21(-0.25,0.68)","-0.21(-0.77,0.37)","2.17(1.63,2.75)***","0.11(-0.07,0.30)",0.3735,0.4839,1.0023,1.0011,4636,4131,3780,3464,1.0031,3137
"K70_K76_C22",5,"Air","0.42(-0.08,0.91)","-0.29(-0.88,0.31)","2.14(1.57,2.70)***","0.14(-0.05,0.33)","0.1035","0.3389","1.0001","1.0024",3781,3252,3463,3491,1.0024,3137
"K70_K76_C22",5,"Water","-0.56(-1.35,0.23)","-0.00(-0.63,0.62)","2.26(1.74,2.77)***","0.11(-0.07,0.29)","0.1664","0.9988","1.0001","0.9999",4877,4259,4147,3893,1.001,3137
"K70_K76_C22",5,"Land","-0.19(-0.70,0.31)","0.36(-0.25,0.96)","2.21(1.60,2.80)***","0.10(-0.08,0.28)","0.4847","0.2460","1.0005","0.9999",4118,4701,3763,3910,1.0008,3137
"K70_K76_C22",5,"Built","0.68(0.09,1.26)*","0.22(-0.43,0.83)","1.77(1.12,2.44)***","0.11(-0.07,0.30)","0.0215","0.4951","1.0003","1.0012",4064,3802,4045,3657,1.0028,3137
"K70_K76_C22",5,"Social","0.21(-0.51,0.89)","0.01(-0.75,0.74)","2.11(1.37,2.91)***","0.13(-0.05,0.32)","0.5388","0.9688","1.0003","1.0010",5050,4889,3776,3623,1.0018,3137
"K70_K76_C22",5,"RUCC_1_EQI","0.03(-0.48,0.54)","-0.18(-0.92,0.58)","2.85(2.22,3.48)***","0.37(0.16,0.59)***","0.8817","0.6184","1.0004","1.0019",4193,5192,3613,3997,1.0019,1089
"K70_K76_C22",5,"RUCC_1_Air","0.15(-0.35,0.65)","0.32(-0.80,1.43)","2.70(2.05,3.36)***","0.36(0.15,0.58)***","0.5447","0.5763","1.0005","1.0015",5197,7079,3590,3772,1.0027,1089
"K70_K76_C22",5,"RUCC_1_Water","0.07(-0.91,1.08)","0.62(-0.09,1.33)","2.78(2.23,3.33)***","0.39(0.17,0.60)***","0.8904","0.0902","1.0022","1.0007",7489,6598,3959,3724,1.0026,1089
"K70_K76_C22",5,"RUCC_1_Land","-0.53(-1.10,0.04)","-0.39(-1.08,0.32)","3.20(2.49,3.88)***","0.37(0.15,0.59)**","0.0660","0.2831","1.0012","1.0008",5228,5315,3867,3688,1.0014,1089
"K70_K76_C22",5,"RUCC_1_Built","-0.14(-0.90,0.56)","-0.24(-1.06,0.56)","2.97(2.17,3.83)***","0.37(0.16,0.59)**","0.7192","0.5693","1.0006","1.0011",4175,3723,3801,3898,1.0011,1089
