ICD_Code,Lag,Model,MRD_Improved,MRD_Worsened,Intercept,SM,Improved_p,Worsened_p,Improved_rhat,Worsened_rhat,Improved_ess_bulk,Worsened_ess_bulk,Improved_ess_tail,Worsened_ess_tail,Rhat_max,N
C00_C97,5,EQI,"-1.31(-2.91,0.31)","1.74(-0.21,3.66)","-9.57(-11.50,-7.64)***","0.24(-0.39,0.86)",0.1089,0.0848,1.0004,1.0004,3754,3745,3110,3293,1.0013,3137
"C00_C97",5,"Air","-3.35(-4.95,-1.75)***","0.94(-1.19,3.04)","-8.38(-10.30,-6.53)***","0.22(-0.38,0.85)","0.0002","0.3755","1.0011","1.0019",3782,3787,3370,3221,1.0035,3137
"C00_C97",5,"Water","-1.30(-3.92,1.36)","1.48(-0.77,3.80)","-9.65(-11.36,-7.97)***","0.37(-0.28,1.01)","0.3335","0.2018","1.0012","1.0011",4468,4663,3860,3819,1.0021,3137
"C00_C97",5,"Land","-1.67(-3.43,0.07)","-1.40(-3.43,0.58)","-8.53(-10.59,-6.45)***","0.33(-0.32,0.97)","0.0631","0.1656","1.0000","1.0003",5489,5222,3981,3554,1.0023,3137
"C00_C97",5,"Built","-2.20(-4.25,-0.05)*","-0.47(-2.66,1.71)","-8.35(-10.78,-6.03)***","0.33(-0.32,0.96)","0.0427","0.6767","1.0003","0.9998",4917,5077,3921,3618,1.0018,3137
"C00_C97",5,"Social","-5.84(-8.15,-3.53)***","1.05(-1.42,3.52)","-7.27(-9.71,-5.01)***","-0.31(-0.95,0.31)","0.0002","0.4064","1.0005","1.0013",4301,4935,3587,4005,1.002,3137
"C00_C97",5,"RUCC_1_EQI","-0.22(-1.89,1.45)","2.15(-0.12,4.48)","-13.19(-15.20,-11.16)***","-0.06(-0.75,0.65)","0.7984","0.0631","1.0009","0.9996",6021,5792,3636,3869,1.0018,1089
"C00_C97",5,"RUCC_1_Air","-0.03(-1.64,1.57)","-2.92(-6.48,0.69)","-12.77(-14.90,-10.61)***","-0.01(-0.71,0.70)","0.9825","0.1144","1.0008","1.0003",4159,6131,3952,4260,1.0021,1089
"C00_C97",5,"RUCC_1_Water","0.23(-2.40,2.84)","0.39(-2.29,3.05)","-13.06(-14.81,-11.30)***","-0.05(-0.76,0.63)","0.8696","0.7713","1.0020","1.0008",8915,8538,3525,3684,1.0025,1089
"C00_C97",5,"RUCC_1_Land","-1.79(-3.51,-0.07)*","0.09(-2.08,2.21)","-12.31(-14.40,-10.27)***","-0.21(-0.91,0.46)","0.0402","0.9342","0.9995","1.0004",4905,5840,4077,3857,1.001,1089
"C00_C97",5,"RUCC_1_Built","-1.58(-3.93,0.86)","0.87(-1.73,3.36)","-12.24(-14.93,-9.62)***","-0.01(-0.68,0.64)","0.1927","0.5101","1.0016","1.0008",3636,3734,3667,3574,1.0016,1089
"C00_C97",5,"RUCC_1_Social","-2.20(-5.16,0.64)","2.16(-1.41,5.81)","-11.72(-14.71,-8.74)***","-0.28(-0.99,0.43)","0.1418","0.2539","1.0004","1.0002",2934,3370,3471,3483,1.0019,1089
"C00_C97",5,"RUCC_2_EQI","-1.68(-5.90,2.59)","-2.35(-8.12,3.24)","-9.49(-13.92,-4.98)***","-0.80(-2.85,1.22)","0.4376","0.4205","1.0010","0.9996",6393,6908,3344,3820,1.0029,323
"C00_C97",5,"RUCC_2_Air","-3.74(-8.15,0.67)","-1.61(-6.48,3.23)","-8.26(-12.88,-3.45)***","-0.56(-2.56,1.45)","0.1073","0.5247","1.0003","1.0013",4124,5077,3262,3359,1.0013,323
"C00_C97",5,"RUCC_2_Water","-1.33(-7.87,5.17)","-0.60(-6.48,5.11)","-10.16(-14.30,-5.75)***","-0.69(-2.69,1.44)","0.7001","0.8504","1.0007","1.0013",7105,7546,3607,3823,1.0018,323
"C00_C97",5,"RUCC_2_Land","0.59(-4.10,5.22)","-2.22(-6.98,2.55)","-9.47(-14.56,-4.39)***","-0.58(-2.46,1.42)","0.8050","0.3531","1.0003","1.0006",4674,4689,3955,3757,1.0006,323
"C00_C97",5,"RUCC_2_Built","-1.04(-5.64,3.98)","-0.59(-6.01,5.04)","-9.72(-14.54,-4.72)***","-0.75(-2.78,1.34)","0.6455","0.8325","1.0009","0.9999",3880,4609,2024,2539,1.0018,323
"C00_C97",5,"RUCC_2_Social","-5.20(-10.23,0.08)","-0.46(-5.63,4.60)","-8.90(-13.82,-3.66)***","-1.54(-3.55,0.65)","0.0548","0.8600","1.0008","1.0007",4103,3869,3639,3561,1.002,323
"C00_C97",5,"RUCC_3_EQI","5.66(0.57,10.49)*","-0.21(-4.35,3.83)","-10.87(-14.85,-6.96)***","0.65(-1.14,2.29)","0.0256","0.9313","0.9997","1.0008",4633,4084,3618,3828,1.0037,1057
"C00_C97",5,"RUCC_3_Air","-4.71(-9.48,0.03)","-2.12(-6.37,2.20)","-8.27(-12.15,-4.40)***","0.11(-1.63,1.79)","0.0527","0.3201","1.0019","1.0025",5110,4627,3440,3453,1.0025,1057
"C00_C97",5,"RUCC_3_Water","-5.56(-10.63,-0.18)*","4.22(-1.29,9.47)","-10.24(-13.39,-6.85)***","0.03(-1.66,1.70)","0.0452","0.1260","1.0008","1.0027",4817,3754,3320,3091,1.0027,1057
"C00_C97",5,"RUCC_3_Land","-2.81(-7.74,2.35)","-2.91(-7.13,1.67)","-8.14(-12.49,-3.93)***","0.14(-1.65,1.89)","0.2685","0.2002","1.0008","1.0019",4214,3361,3292,3384,1.0019,1057
"C00_C97",5,"RUCC_3_Built","0.47(-4.53,5.28)","-3.97(-9.03,1.04)","-8.50(-13.15,-3.82)***","0.42(-1.32,2.05)","0.8542","0.1114","1.0009","1.0000",4017,3933,3635,3756,1.0009,1057
"C00_C97",5,"RUCC_3_Social","-2.38(-7.51,2.68)","-2.01(-6.72,2.72)","-8.68(-13.31,-4.04)***","-0.05(-1.84,1.70)","0.3618","0.4110","1.0025","1.0016",4400,3432,3662,3717,1.0028,1057
"C00_C97",5,"RUCC_4_EQI","-3.72(-8.76,1.41)","-1.66(-6.02,2.61)","-0.05(-3.87,3.65)","-0.54(-2.16,1.07)","0.1531","0.4480","1.0000","1.0009",5817,5309,3858,3971,1.0016,668
"C00_C97",5,"RUCC_4_Air","-0.73(-9.85,8.39)","0.65(-3.77,5.11)","-1.60(-5.18,1.87)","-0.47(-2.21,1.20)","0.8829","0.7675","1.0014","1.0012",6419,5036,3494,3897,1.0015,668
"C00_C97",5,"RUCC_4_Water","0.09(-6.86,6.62)","1.30(-4.07,6.52)","-1.59(-4.99,1.58)","-0.46(-2.13,1.20)","0.9638","0.6159","1.0007","1.0017",6662,6751,3145,3913,1.0017,668
"C00_C97",5,"RUCC_4_Land","1.47(-3.01,5.86)","-4.07(-8.92,0.70)","-0.83(-4.79,3.07)","-0.42(-2.05,1.18)","0.5080","0.1031","1.0002","1.0005",4847,5382,3908,3789,1.001,668
"C00_C97",5,"RUCC_4_Built","-2.36(-7.70,2.96)","-2.59(-7.39,2.35)","0.61(-4.21,5.42)","-0.49(-2.18,1.12)","0.3889","0.2993","1.0016","1.0003",3484,3226,3383,3842,1.0016,668
"C00_C97",5,"RUCC_4_Social","-1.66(-7.93,4.58)","-0.89(-5.41,3.62)","-0.73(-5.20,3.74)","-0.54(-2.27,1.12)","0.6034","0.7001","1.0000","1.0018",6536,4379,3641,3415,1.0018,668
"C00_C97",10,"EQI","-1.90(-3.47,-0.32)*","2.07(0.20,4.00)*","-8.47(-10.52,-6.42)***","1.12(0.49,1.74)***","0.0165","0.0306","1.0014","1.0013",4441,4577,3807,3404,1.0014,3136
"C00_C97",10,"Air","-3.01(-4.61,-1.45)***","-0.22(-2.40,1.98)","-7.47(-9.43,-5.45)***","1.09(0.48,1.74)***","0.0002","0.8317","1.0010","1.0003",5114,5628,4006,3685,1.0016,3136
"C00_C97",10,"Water","-0.29(-2.95,2.36)","0.49(-1.74,2.73)","-8.90(-10.64,-7.11)***","1.18(0.54,1.80)***","0.8317","0.6584","1.0011","1.0000",4546,4754,3231,3120,1.0011,3136
"C00_C97",10,"Land","-1.05(-2.74,0.62)","-0.07(-1.95,1.82)","-8.44(-10.50,-6.38)***","1.14(0.51,1.77)***","0.2372","0.9425","1.0002","1.0004",5177,5139,3985,3942,1.001,3136
"C00_C97",10,"Built","-1.61(-3.65,0.44)","1.91(-0.22,4.08)","-8.44(-10.82,-6.13)***","1.24(0.59,1.87)***","0.1239","0.0773","1.0010","1.0023",4708,5031,3702,3324,1.0023,3136
"C00_C97",10,"Social","-1.22(-3.35,0.94)","3.85(1.44,6.27)**","-9.53(-11.92,-7.20)***","0.81(0.18,1.45)*","0.2560","0.0027","0.9996","0.9996",5081,4921,3848,3889,1.001,3136
