ICD_Code,Lag,Model,MRD_Improved,MRD_Worsened,Intercept,SM,Improved_p,Worsened_p,Improved_rhat,Worsened_rhat,Improved_ess_bulk,Worsened_ess_bulk,Improved_ess_tail,Worsened_ess_tail,Rhat_max,N
I00_I99,5,EQI,"-0.48(-1.56,0.65)","-0.27(-1.54,1.02)","-18.61(-20.71,-16.45)***","1.11(0.66,1.54)***",0.3918,0.6801,1.0023,1.0006,5870,5438,3795,3471,1.0101,12548
"I00_I99",5,"Air","-1.48(-2.60,-0.38)**","0.91(-0.49,2.32)","-18.48(-20.59,-16.38)***","1.01(0.56,1.45)***","0.0098","0.1977","1.0015","1.0002",5520,6348,3331,3697,1.0057,12548
"I00_I99",5,"Water","1.88(0.09,3.71)*","3.37(1.75,5.06)***","-19.29(-21.36,-17.23)***","1.15(0.69,1.62)***","0.0390","0.0006","1.0002","1.0011",5793,7396,4078,3911,1.0089,12548
"I00_I99",5,"Land","-1.71(-2.87,-0.52)**","-2.57(-3.87,-1.25)***","-17.33(-19.36,-15.15)***","1.15(0.70,1.59)***","0.0040","0.0002","1.0003","1.0009",5554,5909,3708,3951,1.0049,12548
"I00_I99",5,"Built","0.79(-0.66,2.20)","-0.07(-1.58,1.43)","-19.26(-21.62,-16.86)***","1.10(0.64,1.58)***","0.2693","0.9367","1.0008","1.0003",4206,4203,3461,3702,1.0057,12548
"I00_I99",5,"Social","-1.98(-3.55,-0.36)*","-0.80(-2.51,0.88)","-17.59(-19.94,-15.25)***","0.99(0.52,1.45)***","0.0135","0.3605","0.9999","1.0003",3798,3974,3646,3804,1.0032,12548
"I00_I99",5,"RUCC_1_EQI","0.75(-0.45,1.90)","0.15(-1.39,1.65)","-21.12(-23.31,-18.92)***","1.15(0.64,1.67)***","0.2114","0.8409","1.0019","1.0012",4521,5750,3992,4292,1.004,4356
"I00_I99",5,"RUCC_1_Air","1.55(0.31,2.79)*","2.56(0.41,4.67)*","-21.82(-24.00,-19.58)***","1.16(0.64,1.67)***","0.0148","0.0169","1.0002","1.0000",5362,7401,3778,3974,1.0024,4356
"I00_I99",5,"RUCC_1_Water","2.88(0.82,4.84)**","3.04(1.24,4.85)***","-21.10(-23.14,-18.95)***","1.24(0.75,1.73)***","0.0035","0.0006","1.0010","1.0010",5998,7304,3836,3883,1.0033,4356
"I00_I99",5,"RUCC_1_Land","-2.04(-3.27,-0.79)**","-0.13(-1.62,1.41)","-19.55(-21.72,-17.36)***","1.12(0.62,1.61)***","0.0019","0.8621","1.0020","1.0002",6109,5376,3373,3902,1.0067,4356
"I00_I99",5,"RUCC_1_Built","-0.23(-1.69,1.30)","-2.30(-3.87,-0.67)**","-19.99(-22.30,-17.52)***","1.10(0.59,1.61)***","0.7451","0.0073","1.0005","1.0001",4007,4290,3710,3889,1.0018,4356
"I00_I99",5,"RUCC_1_Social","2.81(0.90,4.65)**","1.48(-1.05,3.99)","-22.85(-25.42,-20.34)***","1.27(0.76,1.78)***","0.0069","0.2506","1.0016","1.0014",3475,3722,3500,3578,1.0042,4356
"I00_I99",5,"RUCC_2_EQI","-1.62(-4.43,1.23)","0.17(-2.76,3.01)","-19.34(-22.86,-15.72)***","0.73(-0.42,1.85)","0.2706","0.9163","0.9999","1.0009",4921,5594,3794,3656,1.0016,1292
"I00_I99",5,"RUCC_2_Air","0.58(-2.05,3.23)","0.87(-2.44,4.12)","-20.74(-24.34,-16.93)***","0.60(-0.55,1.76)","0.6688","0.6063","1.0003","1.0005",4760,3934,3792,3820,1.0013,1292
"I00_I99",5,"RUCC_2_Water","2.33(-2.00,6.53)","2.40(-1.07,5.85)","-20.56(-23.67,-17.29)***","0.74(-0.38,1.89)","0.2947","0.1752","1.0009","1.0000",6650,5720,3352,3811,1.0014,1292
"I00_I99",5,"RUCC_2_Land","-2.46(-5.39,0.53)","-2.50(-5.14,0.01)","-18.51(-21.96,-15.04)***","0.63(-0.52,1.79)","0.1152","0.0514","1.0004","1.0005",4841,5298,4074,3767,1.0013,1292
"I00_I99",5,"RUCC_2_Built","1.31(-1.55,4.13)","2.49(-0.50,5.43)","-21.26(-25.03,-17.50)***","0.79(-0.33,1.96)","0.3564","0.1085","1.0009","1.0006",4470,5311,3894,4127,1.0009,1292
"I00_I99",5,"RUCC_2_Social","3.51(0.49,6.45)*","4.33(1.07,7.56)*","-22.94(-26.65,-19.11)***","0.92(-0.23,2.05)","0.0244","0.0115","1.0016","1.0004",5775,5235,4030,4040,1.0024,1292
"I00_I99",5,"RUCC_3_EQI","4.49(1.18,7.94)**","-3.62(-6.70,-0.53)*","-20.22(-23.75,-16.65)***","0.74(-0.47,1.95)","0.0098","0.0256","1.0005","1.0020",4024,4180,4096,3774,1.002,4228
"I00_I99",5,"RUCC_3_Air","0.36(-2.81,3.59)","-0.81(-3.60,2.05)","-19.55(-23.00,-16.04)***","0.58(-0.68,1.81)","0.8242","0.5768","1.0008","1.0012",3626,3557,3636,3660,1.0048,4228
