ICD_Code,Lag,Model,MRD_Improved,MRD_Worsened,Intercept,SM,Improved_p,Worsened_p,Improved_rhat,Worsened_rhat,Improved_ess_bulk,Worsened_ess_bulk,Improved_ess_tail,Worsened_ess_tail,Rhat_max,N
X60_X84_Y87.0,5,EQI,"-0.06(-0.42,0.31)","0.07(-0.38,0.51)","0.83(0.43,1.24)***","-0.00(-0.13,0.14)",0.7417,0.7442,1.0011,0.9998,5092,5303,3588,4179,1.0011,3137
"X60_X84_Y87.0",5,"Air","0.61(0.21,1.01)**","0.01(-0.41,0.43)","0.67(0.29,1.08)***","0.04(-0.10,0.18)","0.0023","0.9650","1.0022","1.0010",5748,5747,4030,3858,1.0022,3137
"X60_X84_Y87.0",5,"Water","0.24(-0.40,0.88)","-0.33(-0.79,0.11)","0.85(0.51,1.21)***","0.01(-0.13,0.15)","0.4489","0.1431","1.0034","1.0008",5824,6233,3468,3663,1.0034,3137
"X60_X84_Y87.0",5,"Land","0.01(-0.37,0.39)","0.48(0.05,0.93)*","0.66(0.22,1.09)**","-0.02(-0.16,0.12)","0.9563","0.0331","1.0012","1.0011",3665,4712,3730,3694,1.0038,3137
"X60_X84_Y87.0",5,"Built","0.02(-0.41,0.45)","0.43(-0.02,0.91)","0.69(0.23,1.18)**","0.01(-0.13,0.15)","0.9250","0.0589","0.9993","0.9998",4725,4878,3797,3944,1.0015,3137
"X60_X84_Y87.0",5,"Social","0.76(0.26,1.26)**","-0.17(-0.68,0.33)","0.64(0.15,1.15)*","0.12(-0.03,0.26)","0.0040","0.5034","1.0002","1.0017",3705,3648,3786,3698,1.003,3137
"X60_X84_Y87.0",5,"RUCC_1_EQI","-0.41(-0.87,0.05)","0.24(-0.40,0.87)","1.59(0.99,2.19)***","0.18(-0.02,0.38)","0.0744","0.4534","0.9999","1.0010",5207,5305,3705,4158,1.0022,1089
"X60_X84_Y87.0",5,"RUCC_1_Air","0.17(-0.26,0.61)","-0.00(-1.03,1.02)","1.34(0.75,1.94)***","0.19(-0.00,0.39)","0.4347","0.9896","1.0008","0.9993",7140,9746,3948,3970,1.001,1089
"X60_X84_Y87.0",5,"RUCC_1_Water","0.35(-0.40,1.12)","0.03(-0.66,0.76)","1.41(0.92,1.91)***","0.20(0.01,0.39)*","0.3718","0.9263","1.0018","1.0018",6189,7717,3670,4048,1.0018,1089
"X60_X84_Y87.0",5,"RUCC_1_Land","0.06(-0.44,0.56)","0.64(0.01,1.28)*","1.20(0.60,1.84)***","0.16(-0.04,0.36)","0.8096","0.0464","1.0004","1.0023",5030,6016,3983,3819,1.0023,1089
"X60_X84_Y87.0",5,"RUCC_1_Built","-0.84(-1.52,-0.14)*","-0.23(-0.97,0.53)","1.98(1.21,2.75)***","0.17(-0.03,0.37)","0.0181","0.5434","1.0021","1.0017",4270,4440,3687,3513,1.0021,1089
"X60_X84_Y87.0",5,"RUCC_1_Social","1.48(0.78,2.14)***","2.40(1.27,3.54)***","0.03(-0.70,0.79)","0.20(0.02,0.40)*","0.0002","0.0002","1.0001","1.0015",4217,4722,3440,4035,1.0015,1089
"X60_X84_Y87.0",5,"RUCC_2_EQI","0.41(-1.41,2.11)","0.55(-1.81,2.93)","0.68(-1.20,3.16)","-0.49(-1.19,0.52)","0.6559","0.6484","1.0106","1.0085",950,1034,990,548,1.0106,323
"X60_X84_Y87.0",5,"RUCC_2_Air","0.56(-1.23,2.08)","0.14(-1.97,2.13)","0.66(-0.94,2.79)","-0.51(-1.20,0.41)","0.4722","0.8879","1.0001","1.0015",1909,2058,2393,1672,1.0042,323
"X60_X84_Y87.0",5,"RUCC_2_Water","0.82(-1.39,2.45)","-0.21(-2.61,2.12)","0.79(-0.45,2.53)","-0.62(-1.33,0.42)","0.3651","0.8921","1.0021","1.0005",2398,3602,2043,3936,1.0022,323
"X60_X84_Y87.0",5,"RUCC_2_Land","-0.20(-1.93,1.40)","-1.72(-3.23,0.11)","2.30(0.21,4.04)*","-0.13(-0.96,0.71)","0.8521","0.0614","1.0025","1.0026",2970,1830,3755,2362,1.0046,323
"X60_X84_Y87.0",5,"RUCC_2_Built","1.43(-0.35,3.26)","1.47(-0.99,3.96)","-0.16(-1.87,2.05)","-0.52(-1.17,0.42)","0.1173","0.2597","1.0029","1.0071",1998,1173,2824,2941,1.0119,323
"X60_X84_Y87.0",5,"RUCC_2_Social","-0.22(-2.89,2.27)","-1.34(-4.46,1.96)","1.39(-1.24,4.36)","-0.46(-1.16,0.42)","0.9009","0.4543","1.0182","1.0301",394,165,2010,2662,1.0301,323
"X60_X84_Y87.0",5,"RUCC_3_EQI","-0.61(-2.22,1.02)","-0.40(-2.14,1.38)","1.80(0.12,3.51)*","0.15(-0.43,0.76)","0.4626","0.6638","1.0002","1.0002",3983,4162,3234,3972,1.0017,1057
"X60_X84_Y87.0",5,"RUCC_3_Air","0.62(-1.15,2.39)","1.16(-0.38,2.68)","1.05(-0.18,2.27)","0.23(-0.33,0.79)","0.4884","0.1393","1.0008","0.9999",6313,5698,3928,3592,1.0018,1057
"X60_X84_Y87.0",5,"RUCC_3_Water","0.02(-2.11,2.27)","-0.31(-2.01,1.47)","1.45(0.26,2.70)*","0.13(-0.41,0.72)","0.9975","0.7259","1.0003","1.0018",8693,9041,3693,3350,1.0018,1057
"X60_X84_Y87.0",5,"RUCC_3_Land","-0.18(-1.83,1.46)","0.43(-1.03,1.88)","1.18(-0.23,2.65)","0.08(-0.49,0.66)","0.8309","0.5655","1.0003","1.0002",5032,4511,3875,3527,1.0005,1057
"X60_X84_Y87.0",5,"RUCC_3_Built","-0.02(-1.77,1.73)","0.21(-1.84,2.28)","1.36(-0.53,3.21)","0.14(-0.43,0.72)","0.9667","0.8321","1.0012","1.0007",4404,4509,3869,3911,1.0013,1057
"X60_X84_Y87.0",5,"RUCC_3_Social","0.56(-1.39,2.49)","-0.52(-2.36,1.36)","1.47(-0.33,3.34)","0.19(-0.37,0.77)","0.5713","0.5880","1.0002","1.0008",3477,3553,3810,3460,1.0014,1057
"X60_X84_Y87.0",5,"RUCC_4_EQI","-0.09(-0.95,0.77)","0.20(-0.63,1.00)","0.38(-0.28,1.05)","0.11(-0.19,0.42)","0.8367","0.6297","1.0011","1.0009",6364,6339,3716,3900,1.0013,668
"X60_X84_Y87.0",5,"RUCC_4_Air","0.95(-5.11,7.07)","0.23(-0.50,0.95)","0.31(-0.29,0.98)","0.11(-0.19,0.41)","0.8009","0.5643","1.0005","1.0008",5820,5502,2932,3729,1.0019,668
"X60_X84_Y87.0",5,"RUCC_4_Water","0.35(-1.04,1.77)","-0.37(-1.29,0.54)","0.47(-0.12,1.09)","0.12(-0.19,0.42)","0.6380","0.4260","1.0003","1.0022",6422,4871,3319,3516,1.0022,668
"X60_X84_Y87.0",5,"RUCC_4_Land","0.10(-0.71,0.91)","0.44(-0.47,1.32)","0.25(-0.51,1.02)","0.09(-0.22,0.40)","0.8188","0.3247","1.0004","1.0010",4849,4922,3948,3819,1.0014,668
"X60_X84_Y87.0",5,"RUCC_4_Built","0.09(-0.77,0.96)","0.66(-0.20,1.52)","0.15(-0.67,0.94)","0.11(-0.19,0.43)","0.8667","0.1377","0.9995","1.0003",4389,4494,3558,3607,1.001,668
"X60_X84_Y87.0",5,"RUCC_4_Social","0.02(-1.26,1.29)","-0.35(-1.24,0.53)","0.68(-0.25,1.66)","0.12(-0.19,0.44)","0.9838","0.4305","1.0010","0.9998",5151,4263,3976,3394,1.001,668
"X60_X84_Y87.0",10,"EQI","0.61(0.19,1.04)**","-0.07(-0.55,0.44)","0.39(-0.07,0.84)","-0.04(-0.20,0.13)","0.0052","0.7717","1.0024","1.0010",5433,5989,3180,3975,1.0024,3136
"X60_X84_Y87.0",10,"Air","0.67(0.25,1.09)**","0.07(-0.42,0.57)","0.37(-0.04,0.78)","-0.02(-0.18,0.13)","0.0035","0.7859","1.0013","1.0009",5776,5530,3835,4133,1.0013,3136
"X60_X84_Y87.0",10,"Water","0.83(0.08,1.58)*","-0.21(-0.71,0.30)","0.52(0.14,0.92)**","-0.06(-0.22,0.09)","0.0260","0.4330","1.0018","1.0027",7387,8648,3511,4144,1.0027,3136
"X60_X84_Y87.0",10,"Land","-0.30(-0.76,0.15)","-0.01(-0.53,0.51)","0.72(0.22,1.25)**","-0.07(-0.23,0.10)","0.1839","0.9821","1.0016","1.0007",4889,5075,3459,3969,1.0016,3136
"X60_X84_Y87.0",10,"Built","0.29(-0.22,0.78)","-0.21(-0.76,0.30)","0.51(-0.02,1.05)","-0.06(-0.22,0.10)","0.2506","0.4205","1.0006","1.0031",4583,4955,3947,3846,1.0031,3136
"X60_X84_Y87.0",10,"Social","0.30(-0.32,0.92)","-0.69(-1.33,-0.05)*","0.82(0.22,1.48)*","0.05(-0.12,0.22)","0.3489","0.0340","1.0011","1.0002",4001,4012,3654,3460,1.0012,3136
"X60_X84_Y87.0",10,"RUCC_1_EQI","0.26(-0.22,0.74)","-0.20(-0.76,0.40)","0.90(0.32,1.48)**","0.06(-0.14,0.26)","0.2818","0.5151","1.0005","1.0007",5585,5083,3421,4026,1.0021,1088
"X60_X84_Y87.0",10,"RUCC_1_Air","0.55(0.08,1.00)*","0.28(-0.46,1.05)","0.56(-0.06,1.14)","0.02(-0.19,0.22)","0.0152","0.4726","1.0016","1.0008",5234,4965,3431,3758,1.0016,1088
"X60_X84_Y87.0",10,"RUCC_1_Water","-0.01(-0.88,0.89)","0.35(-0.34,1.03)","0.95(0.44,1.44)***","0.05(-0.17,0.26)","0.9717","0.2997","1.0009","1.0015",5949,4940,3937,3624,1.0026,1088
"X60_X84_Y87.0",10,"RUCC_1_Land","-0.05(-0.55,0.46)","-0.37(-0.99,0.26)","1.04(0.41,1.67)***","0.04(-0.17,0.23)","0.8221","0.2435","1.0005","1.0003",4068,4379,3388,4008,1.0016,1088
"X60_X84_Y87.0",10,"RUCC_1_Built","-0.34(-1.00,0.33)","-0.22(-0.91,0.48)","1.19(0.43,1.94)**","0.03(-0.19,0.23)","0.3226","0.5363","1.0008","1.0008",3439,3200,3648,3378,1.0036,1088
"X60_X84_Y87.0",10,"RUCC_1_Social","0.13(-0.70,0.97)","-0.87(-1.97,0.24)","0.99(0.10,1.91)*","0.08(-0.13,0.29)","0.7709","0.1202","1.0004","1.0008",2375,2270,3172,2985,1.0011,1088
"X60_X84_Y87.0",10,"RUCC_2_EQI","1.36(-0.56,3.44)","-0.71(-2.56,1.27)","1.67(-0.31,3.41)","0.01(-0.50,0.48)","0.1739","0.4659","1.0021","1.0007",2462,3250,2748,3593,1.0021,323
"X60_X84_Y87.0",10,"RUCC_2_Air","-0.58(-2.18,1.11)","-1.62(-3.37,0.07)","3.07(1.56,4.55)***","0.24(-0.27,0.74)","0.5089","0.0631","1.0003","1.0004",3056,2727,3138,3391,1.0014,323
"X60_X84_Y87.0",10,"RUCC_2_Water","-2.07(-3.54,-0.05)*","-0.65(-2.51,1.24)","2.83(1.69,3.76)***","0.27(-0.17,0.65)","0.0452","0.5263","1.0012","1.0015",1910,2359,2300,2742,1.002,323
